28.6286 	EXP 	line2: autoDraw = True
28.6286 	EXP 	line3: autoDraw = True
28.6286 	EXP 	line4: autoDraw = True
28.6464 	EXP 	Fixation: autoDraw = False
29.6292 	INFO 	Keyboard events cleared
29.6290 	EXP 	probe: autoDraw = True
30.2302 	EXP 	Device response: <KeyPress from None: t=30.228049400029704, value=v, duration=None>
30.2306 	EXP 	New trial (rep=2, index=2): <Trial 10 (2 in rep 2) data={'pos': np.int64(50), 'corr_resp': 'c', 'thisN': 10, 'thisTrialN': 2, 'thisRepN': 2}>
30.2321 	DATA 	Keypress: v
30.2453 	EXP 	Fixation: autoDraw = False
30.2453 	EXP 	Line1: autoDraw = False
30.2453 	EXP 	line2: autoDraw = False
30.2453 	EXP 	line3: autoDraw = False
30.2453 	EXP 	line4: autoDraw = False
30.2453 	EXP 	probe: autoDraw = False
30.2453 	EXP 	Fixation: autoDraw = True
30.4289 	EXP 	Device response: <KeyPress from None: t=30.228049400029704, value=v, duration=0.18530719983391464>
31.2455 	EXP 	Fixation: autoDraw = False
31.2455 	EXP 	Line1: autoDraw = True
31.2455 	EXP 	line2: autoDraw = True
31.2455 	EXP 	line3: autoDraw = True
31.2455 	EXP 	line4: autoDraw = True
32.2450 	INFO 	Keyboard events cleared
32.2448 	EXP 	probe: autoDraw = True
32.9298 	EXP 	Device response: <KeyPress from None: t=32.92507050000131, value=c, duration=None>
32.9302 	EXP 	New trial (rep=2, index=3): <Trial 11 (3 in rep 2) data={'pos': np.int64(-150), 'corr_resp': 'z', 'thisN': 11, 'thisTrialN': 3, 'thisRepN': 2}>
32.9317 	DATA 	Keypress: c
32.9449 	EXP 	Fixation: autoDraw = False
32.9449 	EXP 	Line1: autoDraw = False
32.9449 	EXP 	line2: autoDraw = False
32.9449 	EXP 	line3: autoDraw = False
32.9449 	EXP 	line4: autoDraw = False
32.9449 	EXP 	probe: autoDraw = False
32.9449 	EXP 	Fixation: autoDraw = True
33.1126 	EXP 	Device response: <KeyPress from None: t=32.92507050000131, value=c, duration=0.18095849989913404>
33.9452 	EXP 	Fixation: autoDraw = False
33.9452 	EXP 	Line1: autoDraw = True
33.9452 	EXP 	line2: autoDraw = True
33.9452 	EXP 	line3: autoDraw = True
33.9452 	EXP 	line4: autoDraw = True
34.9451 	INFO 	Keyboard events cleared
34.9449 	EXP 	probe: autoDraw = True
35.3476 	EXP 	Device response: <KeyPress from None: t=35.33286749990657, value=z, duration=None>
